student_id,faculty,cathedra,scienceStars,sportStars,creationStars,volunteerStars
5671906,Институт математики и информационных технологий,Кафедра компьютерной безопасности и математического обеспечения информационных систем,120,123,128,125
35709553,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,123,124,123,122
45768457,Физический факультет,Кафедра биофизики и физики конденсированного состояния,114,125,124,129
53866172,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",118,123,126,125
80718047,Физический факультет,Кафедра медико-биологической техники,116,127,125,124
16177004,Физический факультет,Кафедра физики и методики преподавания физики,115,127,124,126
29968217,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,118,128,123,123
9614757,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",116,123,129,124
77865311,Физический факультет,Кафедра биофизики и физики конденсированного состояния,113,125,126,128
2727560,Химико-биологический факультет,Кафедра биологии и почвоведения,118,125,127,122
67955230,Юридический факультет,Кафедра уголовного процесса и криминалистики,109,128,127,128
51222997,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,115,128,126,123
81378803,Физический факультет,Кафедра биофизики и физики конденсированного состояния,111,127,128,126
5393528,Физический факультет,Кафедра биофизики и физики конденсированного состояния,115,125,128,124
76059611,Физический факультет,Кафедра радиофизики и электроники,117,124,127,124
17452077,Химико-биологический факультет,Кафедра биологии и почвоведения,116,123,129,124
11135259,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,115,124,125,128
25700256,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,118,124,122,128
80979085,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",119,124,123,126
98794262,Транспортный факультет,Кафедра автомобильного транспорта,122,121,123,126
19387789,Институт менеджмента экономики и предпринимательства,Кафедра государственного и муниципального управления,125,123,121,123
95125940,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,121,127,121,123
52982222,Химико-биологический факультет,Кафедра биологии и почвоведения,115,127,124,126
86887557,Аэрокосмический институт,"Кафедра механики материалов, конструкций и машин",123,124,122,123
92447054,Институт менеджмента экономики и предпринимательства,Кафедра финансов,119,126,124,123
45860095,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",116,122,126,128
58395732,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",117,127,123,125
68607510,Институт менеджмента экономики и предпринимательства,Кафедра финансов,121,122,123,126
63124421,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,123,124,122,123
19865462,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,122,125,123,122
20265427,Архитектурно-строительный факультет,Кафедра архитектуры,122,123,123,124
86853343,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,121,125,124,122
15551296,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",120,126,124,122
98626793,Аэрокосмический институт,Кафедра систем автоматизации производства,116,127,126,123
55684235,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,115,127,123,127
86062076,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,113,127,127,125
47646193,Институт наук о Земле,Кафедра географии и регионоведения,116,126,125,125
97355914,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",124,121,123,124
84384975,Институт математики и информационных технологий,Кафедра статистики и эконометрики,119,123,124,126
70116092,Аэрокосмический институт,Кафедра материаловедения и технологии материалов,121,122,123,126
46312578,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,117,126,124,125
65339764,Институт математики и информационных технологий,Кафедра математических методов и моделей в экономике,119,125,124,124
17118971,Химико-биологический факультет,Кафедра биологии и почвоведения,124,122,122,124
24326489,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,119,127,123,123
23309282,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,119,126,124,123
3249354,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,120,128,122,122
83974527,Институт языков и культур,Кафедра романской филологии и методики преподавания французского языка,116,123,126,127
38647748,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",120,126,123,123
70790360,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,122,122,125,123
24493605,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,117,123,126,126
49257141,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,118,123,124,127
31257880,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,123,123,122,121
37058225,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,114,125,125,125
8028064,Институт математики и информационных технологий,Кафедра прикладной математики,116,123,126,124
42810082,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,116,124,128,121
23050322,Химико-биологический факультет,Кафедра биологии и почвоведения,114,125,126,124
47424779,Аэрокосмический институт,Кафедра управления и информатики в технических системах,114,126,126,123
71682182,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,111,125,128,125
37108885,Институт языков и культур,Кафедра английской филологии и методики преподавания английского языка,117,122,127,123
46760946,Институт менеджмента экономики и предпринимательства,Кафедра финансов,114,123,124,128
11233367,Транспортный факультет,Кафедра автомобильного транспорта,118,125,122,124
15641235,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,117,126,121,125
91763568,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",116,122,123,128
94660244,Химико-биологический факультет,Кафедра биологии и почвоведения,116,122,125,126
42275295,Институт языков и культур,Кафедра английской филологии и методики преподавания английского языка,116,121,127,125
30422558,Институт социальных и гуманитарных наук,Кафедра истории,114,127,123,125
85984088,Факультет прикладной биотехнологии и инженерии,Кафедра физического воспитания,115,123,127,124
16748762,Физический факультет,Кафедра радиофизики и электроники,116,125,123,125
73745318,Институт менеджмента экономики и предпринимательства,"Кафедра экономической теории, региональной и отраслевой экономики",118,125,123,123
88917588,Институт менеджмента экономики и предпринимательства,Кафедра финансов,116,124,126,123
82494321,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,113,125,128,123
28082996,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,113,123,127,126
70272327,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,117,125,121,126
36859828,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",111,128,124,126
95606183,Юридический факультет,Кафедра гражданского права и процесса,117,125,122,125
5199555,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,112,125,128,124
71395240,Транспортный факультет,Кафедра автомобильного транспорта,115,123,127,124
46897446,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",121,124,121,123
34474180,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,114,128,123,124
32088142,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,117,123,126,123
91906425,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,114,126,124,125
55121950,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,114,126,128,121
78755030,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",115,121,126,127
99607211,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,117,124,123,125
60239347,Аэрокосмический институт,Кафедра управления и информатики в технических системах,113,127,124,125
702470,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,114,127,124,124
81626636,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,118,122,127,122
87662695,Юридический факультет,Кафедра теории государства и права и конституционного права,112,124,126,127
63717383,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",112,126,127,124
1378406,Юридический факультет,Кафедра административного и финансового права,112,125,128,124
84688255,Институт наук о Земле,Кафедра экологии и природопользования,116,122,126,125
72492710,Аэрокосмический институт,Кафедра управления и информатики в технических системах,123,123,121,122
21263695,Юридический факультет,Кафедра теории государства и права и конституционного права,119,123,121,126
53008797,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,111,126,125,127
55968265,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",111,123,128,127
38999224,Факультет прикладной биотехнологии и инженерии,Кафедра физического воспитания,119,124,124,122
62003266,Юридический факультет,Кафедра теории государства и права и конституционного права,118,124,123,124
18676760,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,116,124,126,123
9790425,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,120,123,122,124
15611244,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",112,126,124,127
91076855,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,119,124,124,122
16750815,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,109,125,128,127
84241003,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",118,123,127,121
8335879,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",118,123,124,124
1759826,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,120,122,121,126
26917542,Институт наук о Земле,Кафедра безопасности жизнедеятельности,120,124,122,123
27810647,Институт менеджмента экономики и предпринимательства,"Кафедра рекламы, связей с общественностью и прикладной политологии",118,123,123,125
35638110,Физический факультет,Кафедра медико-биологической техники,119,122,122,126
46014078,Архитектурно-строительный факультет,Кафедра архитектуры,117,124,127,121
12976355,Архитектурно-строительный факультет,Кафедра архитектуры,115,126,126,122
28543070,Институт менеджмента экономики и предпринимательства,"Кафедра бухгалтерского учета, анализа и аудита",123,122,121,123
12640668,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,116,122,125,126
82633365,Аэрокосмический институт,Кафедра управления и информатики в технических системах,115,127,123,124
25013728,Институт наук о Земле,Кафедра экологии и природопользования,116,125,126,122
90439382,Институт математики и информационных технологий,Кафедра прикладной математики,122,124,121,122
9411909,Институт математики и информационных технологий,Кафедра вычислительной техники и защиты информации,119,122,123,125
19221054,Физический факультет,Кафедра физики и методики преподавания физики,121,122,124,122
21290719,Институт математики и информационных технологий,Кафедра математики и цифровых технологий,115,125,125,124
57946864,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,117,124,126,122
93426743,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,122,122,122,123
62600594,Юридический факультет,Кафедра уголовного права,117,123,127,122
4641061,Институт математики и информационных технологий,Кафедра статистики и эконометрики,117,126,124,122
40377462,Аэрокосмический институт,Кафедра летательных аппаратов,123,121,124,121
36542836,Юридический факультет,Кафедра административного и финансового права,116,126,122,125
39158532,Институт менеджмента экономики и предпринимательства,"Кафедра бухгалтерского учета, анализа и аудита",112,126,126,125
73663121,Институт математики и информационных технологий,Кафедра информатики,119,125,121,124
75127034,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,113,124,126,126
91510906,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,119,124,124,122
32915821,Институт менеджмента экономики и предпринимательства,Кафедра финансов,119,123,125,122
15649444,Юридический факультет,Кафедра уголовного права,118,123,122,126
4155414,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,115,125,124,125
65317703,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,113,125,127,124
69964041,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,114,125,124,126
54191371,Институт математики и информационных технологий,Кафедра программного обеспечения вычислительной техники и автоматизированных систем,116,122,125,126
5228361,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,114,126,126,123
75043975,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,116,121,125,127
59108771,Институт языков и культур,Кафедра романской филологии и методики преподавания французского языка,116,122,125,126
5115851,Физический факультет,Кафедра физики и методики преподавания физики,121,121,124,123
92458932,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,122,120,121,124
94010938,Химико-биологический факультет,Кафедра биохимии и микробиологии,115,122,124,126
60766559,Институт наук о Земле,Кафедра безопасности жизнедеятельности,120,124,122,121
32756554,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",118,125,122,122
31491593,Институт языков и культур,Кафедра теории и практики перевода,123,120,121,123
78362041,Юридический факультет,Кафедра уголовного права,120,125,121,121
90735993,Физический факультет,Кафедра биофизики и физики конденсированного состояния,122,121,123,121
55501550,Институт языков и культур,Кафедра русской филологии и методики преподавания русского языка,110,126,126,125
67359841,Институт менеджмента экономики и предпринимательства,Кафедра государственного и муниципального управления,116,125,122,124
23956182,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,117,121,123,126
1035369,Институт менеджмента экономики и предпринимательства,"Кафедра экономической теории, региональной и отраслевой экономики",120,121,121,125
8930858,Институт наук о Земле,Кафедра географии и регионоведения,118,120,125,124
90655663,Институт языков и культур,Кафедра теории и практики перевода,118,121,125,123
66261230,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",116,124,126,121
52859770,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,121,120,121,120
55923345,Институт менеджмента экономики и предпринимательства,"Кафедра бухгалтерского учета, анализа и аудита",114,123,121,124
17433288,Физический факультет,Кафедра физики и методики преподавания физики,117,121,121,123
57610517,Транспортный факультет,Кафедра автомобильного транспорта,113,124,121,124
47343456,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",119,121,121,121
19957407,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,118,121,121,122
23714066,Институт языков и культур,Кафедра русской филологии и методики преподавания русского языка,112,123,123,124
85427609,Физический факультет,Кафедра радиофизики и электроники,116,121,121,124
67919808,Институт менеджмента экономики и предпринимательства,Кафедра менеджмента,115,121,122,124
47478882,Химико-биологический факультет,Кафедра биологии и почвоведения,118,120,123,121
62956571,Институт наук о Земле,Кафедра экологии и природопользования,113,121,123,125
3782657,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",113,123,125,121
43564500,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",113,122,122,125
16402685,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",113,123,125,121
94710023,Институт наук о Земле,Кафедра экологии и природопользования,110,125,122,125
13227288,Химико-биологический факультет,Кафедра биохимии и микробиологии,114,123,124,121
48368136,Химико-биологический факультет,Кафедра биохимии и микробиологии,113,120,125,124
23655224,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",107,126,125,124
97341195,Юридический факультет,Кафедра гражданского права и процесса,111,124,125,122
38899774,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,115,123,121,123
2766070,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,112,125,120,125
82479319,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",110,121,126,125
31658577,Юридический факультет,Кафедра теории государства и права и конституционного права,113,120,124,125
6437251,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,117,121,120,124
15496194,Институт наук о Земле,Кафедра безопасности жизнедеятельности,114,126,121,121
70352231,Институт языков и культур,Кафедра романской филологии и методики преподавания французского языка,109,124,125,124
66552856,Транспортный факультет,Кафедра автомобильного транспорта,107,125,125,125
66212870,Юридический факультет,Кафедра уголовного процесса и криминалистики,114,120,126,122
21565193,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,116,124,121,121
98252184,Химико-биологический факультет,Кафедра химии,110,124,123,125
87428179,Институт менеджмента экономики и предпринимательства,Кафедра маркетинга и торгового дела,114,121,124,123
79351907,Химико-биологический факультет,Кафедра химии,113,122,123,124
86883631,Физический факультет,Кафедра радиофизики и электроники,111,123,124,124
76691195,Институт языков и культур,Кафедра русской филологии и методики преподавания русского языка,112,126,123,121
51323876,Архитектурно-строительный факультет,Кафедра строительных конструкций,116,124,120,122
67371242,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,120,120,120,122
72490164,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,110,126,124,122
40433395,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",116,120,120,126
59929533,Институт менеджмента экономики и предпринимательства,Кафедра маркетинга и торгового дела,111,123,126,122
22793631,Институт языков и культур,Кафедра русской филологии и методики преподавания русского языка,115,124,120,123
94640162,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,113,122,122,125
2973751,Институт менеджмента экономики и предпринимательства,Кафедра банковского дела и страхования,108,125,125,124
26338476,Архитектурно-строительный факультет,Кафедра архитектуры,112,124,123,123
67779351,Архитектурно-строительный факультет,Кафедра строительных конструкций,109,124,126,123
17991071,Архитектурно-строительный факультет,Кафедра строительных конструкций,116,122,121,123
60449951,Институт наук о Земле,Кафедра географии и регионоведения,109,126,125,122
33514556,Юридический факультет,Кафедра гражданского права и процесса,108,124,125,125
95304559,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",110,124,124,124
15582343,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,112,121,124,125
42103574,Институт математики и информационных технологий,Кафедра прикладной информатики в экономике и управлении,120,120,121,121
83101146,Архитектурно-строительный факультет,Кафедра строительных конструкций,112,121,125,124
62606983,Архитектурно-строительный факультет,Кафедра строительных конструкций,113,123,125,121
24598384,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,116,120,125,121
38350541,Институт математики и информационных технологий,Кафедра прикладной информатики в экономике и управлении,109,126,122,125
9843152,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,113,120,125,124
89195495,Химико-биологический факультет,Кафедра биохимии и микробиологии,111,120,126,125
77759013,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,118,121,121,122
